age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,ID,y
47,admin.,married,secondary,no,1265,no,no,cellular,7,aug,137,2,-1,0,unknown,19550,no
55,retired,married,primary,no,0,yes,yes,cellular,13,aug,201,2,-1,0,unknown,20803,no
30,management,single,secondary,no,4642,yes,no,cellular,21,nov,528,1,-1,0,unknown,26996,yes
25,unemployed,married,tertiary,no,118,no,yes,telephone,10,jul,45,1,-1,0,unknown,13896,no
39,blue-collar,married,secondary,no,123,yes,no,unknown,6,jun,165,3,-1,0,unknown,9459,no
51,technician,married,tertiary,no,0,yes,no,unknown,16,may,330,19,-1,0,unknown,3995,no
36,management,single,tertiary,no,1129,yes,no,telephone,13,may,444,1,-1,0,unknown,37206,no
39,entrepreneur,married,tertiary,no,0,no,no,cellular,31,jul,70,3,-1,0,unknown,18621,no
53,admin.,married,secondary,no,172,no,no,cellular,19,aug,80,6,-1,0,unknown,21643,no
39,management,divorced,secondary,no,-17,no,no,cellular,16,apr,316,1,146,4,failure,32278,no
26,technician,single,tertiary,no,-67,yes,no,cellular,13,aug,143,1,90,1,success,41011,no
27,management,married,tertiary,no,1,yes,no,cellular,22,jul,152,1,-1,0,unknown,15947,no
59,management,single,tertiary,no,68,yes,no,unknown,28,may,176,2,-1,0,unknown,6617,no
41,admin.,married,secondary,no,4178,no,no,unknown,20,jun,168,2,-1,0,unknown,11643,no
50,technician,married,secondary,no,1765,yes,no,unknown,12,jun,247,2,-1,0,unknown,10449,no
57,blue-collar,divorced,primary,no,5041,yes,no,cellular,16,apr,284,1,336,1,failure,32221,no
50,blue-collar,married,secondary,no,3988,no,no,unknown,30,jun,165,4,-1,0,unknown,12423,no
35,management,married,tertiary,no,131,yes,no,cellular,19,nov,248,1,-1,0,unknown,25643,no
36,blue-collar,married,primary,no,599,yes,no,unknown,21,may,649,2,-1,0,unknown,4949,yes
36,management,single,tertiary,no,7,no,no,unknown,21,nov,20,1,-1,0,unknown,27421,no
41,technician,married,secondary,no,525,yes,no,cellular,21,jul,108,1,-1,0,unknown,15634,no
29,admin.,married,secondary,no,0,yes,yes,cellular,4,feb,376,2,229,3,other,30071,no
39,management,divorced,tertiary,no,115,no,no,cellular,29,aug,345,2,-1,0,unknown,23884,no
20,admin.,single,secondary,no,336,no,yes,cellular,5,jun,133,1,-1,0,unknown,40122,no
24,admin.,single,secondary,no,3505,yes,no,cellular,18,may,317,1,355,1,other,39095,no
38,technician,married,tertiary,no,45,no,no,cellular,22,jul,125,4,-1,0,unknown,15906,no
47,blue-collar,divorced,secondary,no,25,no,yes,cellular,16,jul,81,6,-1,0,unknown,14899,no
55,services,single,secondary,no,1126,yes,no,telephone,14,may,166,1,-1,0,unknown,37859,no
52,blue-collar,divorced,primary,no,1758,yes,no,unknown,15,may,41,1,-1,0,unknown,3258,no
35,services,married,primary,no,14,no,yes,cellular,31,jul,151,8,-1,0,unknown,18346,no
47,management,divorced,tertiary,no,800,no,no,cellular,12,aug,483,5,-1,0,unknown,20663,no
24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,39536,yes
35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,4128,no
50,admin.,single,secondary,no,167,no,yes,cellular,28,jul,201,3,-1,0,unknown,17313,no
34,blue-collar,married,secondary,no,1430,yes,yes,cellular,18,nov,271,3,-1,0,unknown,25281,no
34,admin.,single,secondary,no,713,no,no,cellular,5,feb,124,2,-1,0,unknown,30527,no
43,admin.,single,secondary,no,6,no,no,cellular,4,feb,58,1,264,1,failure,29975,no
36,management,single,tertiary,no,5171,yes,no,cellular,21,nov,174,1,-1,0,unknown,27049,no
53,blue-collar,married,secondary,no,380,yes,yes,cellular,6,may,42,1,302,1,failure,34827,no
36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,2150,no
46,admin.,single,secondary,no,1544,yes,no,unknown,29,may,609,1,-1,0,unknown,7315,no
27,unemployed,single,secondary,no,0,yes,no,cellular,21,jul,53,6,-1,0,unknown,15645,no
39,blue-collar,single,secondary,no,1672,yes,no,cellular,20,apr,462,1,648,1,failure,43508,yes
46,blue-collar,single,secondary,no,152,yes,no,unknown,8,may,33,4,-1,0,unknown,1281,no
39,blue-collar,married,secondary,no,-1002,yes,no,unknown,20,jun,9,5,-1,0,unknown,12068,no
50,retired,married,secondary,no,0,yes,yes,unknown,17,jun,328,3,-1,0,unknown,10784,no
35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,feb,13,7,272,9,failure,30943,no
54,self-employed,married,tertiary,no,231,no,no,cellular,9,jul,203,3,-1,0,unknown,13594,no
39,admin.,married,secondary,no,598,yes,no,unknown,15,may,444,1,-1,0,unknown,3481,no
49,blue-collar,married,secondary,no,102,no,no,cellular,29,aug,210,2,-1,0,unknown,23923,no
31,admin.,single,secondary,no,-1,yes,no,cellular,15,may,99,1,352,1,failure,38508,no
33,technician,divorced,primary,no,20,yes,no,unknown,15,may,172,4,-1,0,unknown,3388,no
39,technician,single,secondary,no,1104,no,no,cellular,7,aug,395,2,-1,0,unknown,19488,yes
47,management,divorced,tertiary,no,447,no,yes,unknown,7,may,126,1,-1,0,unknown,890,no
36,services,married,unknown,no,-19,no,yes,cellular,24,jul,185,1,-1,0,unknown,16737,no
32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,-1,0,unknown,2122,no
38,services,married,secondary,no,304,no,yes,unknown,3,jul,131,1,-1,0,unknown,12555,no
39,management,married,secondary,no,1880,no,no,cellular,12,aug,768,2,-1,0,unknown,20435,yes
48,blue-collar,married,secondary,no,-202,yes,yes,cellular,19,nov,565,1,112,4,failure,25782,no
39,retired,single,primary,no,-79,no,no,unknown,9,may,180,1,-1,0,unknown,1805,no
31,blue-collar,single,secondary,no,1979,yes,yes,cellular,6,may,1205,1,-1,0,unknown,34899,yes
56,blue-collar,divorced,secondary,no,486,yes,no,unknown,18,jun,577,4,-1,0,unknown,11242,no
36,management,married,tertiary,no,-547,yes,no,cellular,30,apr,267,1,259,2,failure,33933,no
35,technician,married,secondary,no,1140,yes,no,cellular,14,jul,69,2,-1,0,unknown,14327,no
30,management,married,secondary,no,678,yes,no,unknown,15,may,236,4,-1,0,unknown,3201,no
75,retired,divorced,primary,no,46,no,no,cellular,2,feb,294,1,-1,0,unknown,29262,no
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,21971,yes
59,self-employed,married,secondary,no,201,no,no,cellular,18,nov,117,2,-1,0,unknown,24751,no
30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,21118,yes
51,technician,married,secondary,no,220,yes,no,unknown,7,may,421,2,-1,0,unknown,952,no
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown,40442,yes
44,unemployed,married,unknown,no,1309,no,no,telephone,30,jan,262,2,-1,0,unknown,28879,no
37,services,married,secondary,no,2132,no,no,unknown,5,jun,232,1,-1,0,unknown,9033,no
56,management,single,tertiary,no,15311,no,no,cellular,29,apr,157,6,-1,0,unknown,43577,no
43,blue-collar,divorced,secondary,no,59,yes,no,cellular,13,apr,157,3,-1,0,unknown,31966,no
23,technician,single,secondary,no,598,no,no,cellular,30,apr,166,1,-1,0,unknown,34100,no
41,management,married,tertiary,no,103,no,yes,cellular,6,aug,65,2,-1,0,unknown,19262,no
42,entrepreneur,married,secondary,no,-480,yes,yes,unknown,2,jun,351,6,-1,0,unknown,8287,no
24,student,single,secondary,no,372,yes,no,cellular,17,apr,143,1,-1,0,unknown,32596,no
51,retired,single,secondary,no,5885,no,no,telephone,3,feb,134,6,-1,0,unknown,29701,no
26,management,married,tertiary,no,877,yes,no,cellular,22,jul,611,1,-1,0,unknown,16044,no
47,management,married,tertiary,no,434,no,no,cellular,12,aug,111,4,-1,0,unknown,20593,no
49,technician,divorced,primary,no,1807,no,yes,unknown,3,jul,122,3,-1,0,unknown,12569,no
30,technician,single,tertiary,no,8138,yes,no,cellular,12,aug,227,2,-1,0,unknown,20490,no
34,technician,divorced,unknown,no,975,yes,no,cellular,30,jan,263,2,191,1,other,28714,no
26,admin.,single,tertiary,no,3730,yes,no,cellular,11,mar,93,1,98,4,other,43273,no
36,blue-collar,single,primary,no,2176,yes,no,unknown,28,may,52,2,-1,0,unknown,6970,no
30,technician,married,tertiary,no,-340,yes,yes,telephone,30,jul,156,8,-1,0,unknown,18089,no
42,entrepreneur,married,primary,no,319,yes,no,telephone,8,may,17,9,-1,0,unknown,35631,no
25,admin.,single,secondary,no,1099,no,no,cellular,2,mar,131,12,-1,0,unknown,31225,no
49,technician,single,secondary,no,1377,no,no,cellular,5,aug,935,1,-1,0,unknown,19113,yes
51,technician,married,secondary,no,-192,yes,no,telephone,11,jul,57,1,-1,0,unknown,14046,no
28,admin.,single,secondary,no,119,no,no,cellular,19,feb,260,3,-1,0,unknown,31139,no
35,blue-collar,single,primary,no,398,yes,no,unknown,8,may,34,1,-1,0,unknown,1459,no
37,unemployed,divorced,secondary,no,57,yes,no,cellular,28,jan,99,1,-1,0,unknown,27783,no
31,technician,divorced,tertiary,no,2287,yes,no,unknown,21,may,97,1,-1,0,unknown,4905,no
48,admin.,married,secondary,no,292,yes,yes,cellular,29,jul,164,6,-1,0,unknown,17586,no
53,blue-collar,married,primary,no,53,yes,no,cellular,18,nov,198,1,-1,0,unknown,24929,no
53,technician,divorced,secondary,no,173,no,yes,unknown,1,jul,157,1,-1,0,unknown,12489,no
45,blue-collar,married,secondary,no,-104,yes,no,cellular,11,may,33,12,-1,0,unknown,36051,no
27,management,single,tertiary,yes,1414,yes,no,cellular,2,feb,95,1,-1,0,unknown,29139,no
59,management,married,tertiary,no,5314,no,no,cellular,20,nov,116,2,-1,0,unknown,26796,no
31,management,married,tertiary,no,18,yes,no,cellular,30,jul,72,19,-1,0,unknown,18040,no
49,entrepreneur,married,primary,no,5380,yes,no,unknown,4,jun,98,4,-1,0,unknown,8830,no
31,management,divorced,tertiary,no,294,yes,no,cellular,17,jul,536,5,-1,0,unknown,15223,yes
37,self-employed,married,secondary,no,744,yes,yes,cellular,21,aug,161,3,-1,0,unknown,22252,no
58,retired,married,primary,no,0,yes,no,unknown,23,may,138,6,-1,0,unknown,5530,no
31,technician,married,secondary,no,17,yes,no,cellular,28,jul,266,3,-1,0,unknown,17311,no
32,technician,married,secondary,no,3322,yes,no,cellular,20,apr,380,1,74,4,failure,33429,no
33,technician,single,secondary,no,641,yes,yes,cellular,20,apr,242,3,-1,0,unknown,33645,no
53,management,married,tertiary,no,7067,no,no,unknown,6,jun,82,3,-1,0,unknown,9595,no
38,management,divorced,tertiary,no,6368,yes,no,cellular,4,may,922,4,-1,0,unknown,34297,yes
37,management,single,tertiary,no,146,yes,no,cellular,17,apr,135,1,336,3,failure,32854,no
30,management,single,tertiary,no,54,yes,yes,cellular,19,nov,192,1,177,3,failure,25495,no
36,blue-collar,single,primary,no,263,yes,no,cellular,17,apr,199,2,337,2,failure,32556,no
30,technician,single,secondary,no,163,yes,no,cellular,17,nov,72,3,-1,0,unknown,24616,no
33,admin.,single,tertiary,no,193,no,no,unknown,5,may,132,2,-1,0,unknown,315,no
35,management,married,tertiary,no,8,yes,no,unknown,23,may,55,4,-1,0,unknown,5491,no
43,blue-collar,married,secondary,no,-63,yes,no,unknown,12,may,160,4,-1,0,unknown,2194,no
30,services,married,secondary,no,2191,yes,no,cellular,13,may,157,4,-1,0,unknown,37409,no
53,management,divorced,tertiary,no,-187,yes,no,cellular,31,jul,27,2,-1,0,unknown,18663,no
33,services,married,primary,no,908,yes,yes,cellular,14,jul,184,2,-1,0,unknown,14431,no
54,admin.,married,secondary,no,3136,yes,no,telephone,14,apr,104,1,146,1,failure,32043,no
38,blue-collar,single,secondary,no,4860,yes,no,cellular,7,may,130,1,-1,0,unknown,35239,no
32,entrepreneur,single,tertiary,no,59649,no,no,cellular,1,sep,69,2,-1,0,unknown,41375,no
37,unemployed,single,tertiary,no,953,yes,no,cellular,2,feb,102,1,155,5,failure,42830,no
58,unemployed,married,secondary,no,610,yes,no,telephone,29,jul,246,2,-1,0,unknown,17850,no
43,admin.,married,secondary,no,24,yes,no,cellular,7,may,183,4,357,2,other,35212,no
46,technician,divorced,tertiary,no,532,no,no,cellular,22,aug,491,2,-1,0,unknown,22340,no
36,services,married,secondary,no,4721,no,no,cellular,9,jun,150,1,92,5,success,43891,yes
33,technician,single,secondary,no,5833,yes,no,cellular,8,aug,93,2,-1,0,unknown,19808,no
37,management,single,unknown,no,504,yes,no,cellular,16,apr,555,1,-1,0,unknown,32281,no
35,technician,single,secondary,no,694,no,no,cellular,9,feb,29,2,-1,0,unknown,30867,no
31,technician,single,secondary,no,0,yes,no,cellular,11,may,163,1,370,1,failure,36154,no
27,student,single,secondary,no,24,yes,no,cellular,17,jul,320,2,-1,0,unknown,15253,no
33,technician,single,tertiary,no,5234,no,no,unknown,2,jun,213,3,-1,0,unknown,8325,no
45,management,married,tertiary,no,21024,yes,no,cellular,20,apr,73,4,-1,0,unknown,33492,no
58,blue-collar,married,unknown,no,64,no,yes,cellular,21,jul,78,2,-1,0,unknown,15569,no
34,blue-collar,single,primary,no,709,yes,no,unknown,20,may,106,1,-1,0,unknown,4579,no
35,entrepreneur,married,tertiary,no,355,yes,no,cellular,6,may,183,2,355,1,failure,35043,no
37,housemaid,single,secondary,no,465,yes,no,cellular,18,may,899,3,-1,0,unknown,38766,yes
38,technician,married,tertiary,no,447,yes,no,cellular,2,feb,224,1,269,1,failure,29068,no
30,services,married,primary,no,-286,yes,no,unknown,28,may,202,1,-1,0,unknown,6728,no
35,technician,married,secondary,yes,-29,yes,yes,unknown,21,may,208,3,-1,0,unknown,5037,no
54,blue-collar,married,primary,no,126,yes,no,cellular,15,jul,357,4,-1,0,unknown,14710,no
31,admin.,single,secondary,no,338,no,no,cellular,2,feb,155,2,-1,0,unknown,29204,no
49,services,single,unknown,no,5095,yes,no,cellular,20,nov,127,2,157,1,failure,26711,no
94,retired,divorced,secondary,no,1234,no,no,cellular,3,mar,212,1,-1,0,unknown,31234,no
32,technician,married,secondary,no,-410,yes,yes,cellular,12,may,179,3,-1,0,unknown,36598,no
50,retired,married,primary,no,420,no,no,unknown,5,jun,107,1,-1,0,unknown,9093,no
36,blue-collar,married,secondary,no,0,yes,no,cellular,8,may,171,1,172,3,failure,35863,no
31,technician,single,primary,no,449,yes,no,unknown,28,may,174,1,-1,0,unknown,6790,no
67,retired,married,primary,no,1430,no,no,cellular,11,jan,499,2,91,3,failure,42613,yes
31,services,single,secondary,no,8,no,no,cellular,7,jul,340,3,-1,0,unknown,12954,no
33,blue-collar,single,secondary,no,381,yes,no,cellular,7,may,1957,1,-1,0,unknown,35218,no
31,services,single,secondary,no,629,yes,no,unknown,21,may,369,2,-1,0,unknown,5143,no
42,unemployed,married,secondary,no,-523,yes,no,cellular,11,may,327,2,-1,0,unknown,36432,no
38,technician,single,secondary,no,42,yes,no,unknown,7,may,195,2,-1,0,unknown,784,no
25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,24,no
31,management,single,tertiary,no,606,yes,no,unknown,9,may,111,2,-1,0,unknown,2024,no
61,retired,married,secondary,no,479,no,no,cellular,22,jul,464,5,-1,0,unknown,16184,no
37,management,married,tertiary,no,1276,no,no,cellular,16,nov,146,1,94,2,success,42295,yes
37,management,married,tertiary,no,466,yes,no,cellular,11,jul,92,2,-1,0,unknown,14178,no
50,blue-collar,divorced,secondary,no,-441,yes,no,cellular,8,may,203,2,-1,0,unknown,35754,no
54,blue-collar,married,secondary,no,5372,yes,no,telephone,3,feb,221,2,-1,0,unknown,29428,no
42,blue-collar,single,primary,no,-68,yes,yes,unknown,26,may,167,1,-1,0,unknown,5740,no
35,technician,single,secondary,no,144,no,no,cellular,22,jul,163,2,-1,0,unknown,16109,no
43,management,divorced,tertiary,no,0,no,no,cellular,20,nov,154,2,-1,0,unknown,26663,no
34,blue-collar,divorced,secondary,no,-301,yes,yes,cellular,18,may,465,2,-1,0,unknown,39136,no
33,blue-collar,married,primary,no,141,yes,no,unknown,21,may,578,2,-1,0,unknown,4906,no
28,services,single,secondary,no,298,no,no,cellular,29,jan,914,2,-1,0,unknown,28626,no
28,self-employed,single,tertiary,no,5215,no,no,cellular,2,jun,673,1,-1,0,unknown,39913,no
50,admin.,single,primary,no,181,yes,no,cellular,15,may,119,4,372,3,failure,38462,no
39,services,single,secondary,no,326,yes,no,unknown,27,may,115,1,-1,0,unknown,6162,no
39,admin.,divorced,secondary,no,-607,yes,no,unknown,20,may,374,2,-1,0,unknown,4553,no
38,management,married,tertiary,no,0,no,no,cellular,24,sep,246,12,197,6,failure,44887,no
51,blue-collar,married,unknown,no,296,no,no,cellular,17,apr,177,1,-1,0,unknown,32552,no
42,technician,married,secondary,no,33,no,no,telephone,22,jul,158,5,-1,0,unknown,16133,no
32,technician,divorced,secondary,no,18,no,no,telephone,19,nov,20,1,177,1,failure,25676,no
42,unemployed,divorced,secondary,no,759,no,no,cellular,28,jan,97,1,169,3,failure,27740,no
32,management,married,tertiary,no,2465,yes,yes,cellular,7,may,923,1,-1,0,unknown,35168,yes
31,technician,single,tertiary,no,454,no,no,cellular,30,apr,266,1,-1,0,unknown,34159,yes
54,self-employed,divorced,primary,no,351,yes,no,unknown,6,jun,642,2,-1,0,unknown,9454,yes
58,blue-collar,married,primary,no,1357,yes,no,unknown,13,may,150,2,-1,0,unknown,2652,no
45,blue-collar,married,primary,no,0,no,yes,unknown,20,jun,74,2,-1,0,unknown,11808,no
32,admin.,married,unknown,no,516,yes,no,cellular,7,may,20,8,-1,0,unknown,35572,no
30,blue-collar,married,primary,no,70,yes,yes,unknown,8,may,461,3,-1,0,unknown,1398,no
31,admin.,single,secondary,no,12,yes,no,unknown,5,may,208,2,-1,0,unknown,356,no
39,management,married,tertiary,no,1301,no,no,cellular,13,aug,233,1,-1,0,unknown,40986,no
39,management,married,tertiary,no,0,yes,no,cellular,14,may,11,15,261,38,failure,37568,no
49,blue-collar,married,primary,no,592,no,no,cellular,28,aug,133,15,-1,0,unknown,23756,no
60,housemaid,married,unknown,no,5421,no,no,cellular,18,aug,458,4,-1,0,unknown,21231,no
36,blue-collar,married,secondary,no,1383,yes,no,telephone,13,may,16,6,-1,0,unknown,36977,no
26,services,single,secondary,no,3,no,yes,cellular,21,jul,140,4,-1,0,unknown,15573,no
40,blue-collar,divorced,primary,no,4168,yes,no,cellular,29,jan,91,1,223,3,failure,28435,no
52,blue-collar,married,unknown,no,742,no,no,cellular,4,aug,629,1,-1,0,unknown,18857,no
53,technician,divorced,secondary,no,522,yes,no,unknown,14,may,230,1,-1,0,unknown,2801,no
52,services,married,secondary,no,540,yes,no,cellular,11,may,154,2,340,2,failure,36290,no
36,technician,single,secondary,no,0,no,no,cellular,28,aug,8,13,-1,0,unknown,23694,no
56,management,married,tertiary,no,6475,no,no,cellular,25,jul,200,3,-1,0,unknown,17086,no
55,services,married,secondary,no,841,yes,no,cellular,15,may,140,9,372,4,failure,38564,no
46,technician,married,secondary,no,179,no,yes,unknown,18,jun,129,1,-1,0,unknown,11190,no
55,retired,married,primary,no,628,no,yes,cellular,6,aug,123,2,-1,0,unknown,19281,no
48,admin.,divorced,secondary,no,1108,yes,no,unknown,15,may,420,1,-1,0,unknown,3219,no
56,unemployed,married,primary,no,3391,no,no,cellular,21,apr,243,1,-1,0,unknown,33708,yes
43,management,divorced,tertiary,no,3820,no,no,cellular,19,aug,86,5,-1,0,unknown,21721,no
26,technician,single,tertiary,no,1066,no,no,cellular,4,jun,112,1,50,1,success,43871,no
27,technician,single,secondary,no,162,no,no,unknown,26,may,265,9,-1,0,unknown,5792,no
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,40493,no
40,blue-collar,divorced,primary,no,548,yes,yes,unknown,30,may,324,1,-1,0,unknown,7536,no
34,technician,single,secondary,no,1183,yes,no,unknown,20,may,438,2,-1,0,unknown,4647,no
51,services,married,secondary,no,917,no,no,cellular,25,aug,56,6,-1,0,unknown,22907,no
57,technician,divorced,secondary,no,164,no,no,unknown,9,jun,139,2,-1,0,unknown,9834,no
29,services,single,secondary,no,166,no,yes,cellular,28,jul,108,8,-1,0,unknown,17237,no
53,management,married,tertiary,no,2327,no,no,cellular,8,aug,94,2,-1,0,unknown,19752,no
46,technician,married,tertiary,no,2207,yes,no,unknown,16,may,243,3,-1,0,unknown,3960,no
22,blue-collar,single,secondary,no,0,yes,no,unknown,5,may,179,2,-1,0,unknown,247,no
38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure,34529,no
59,blue-collar,married,primary,no,3540,no,no,cellular,8,jul,165,1,-1,0,unknown,13168,no
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,failure,34096,yes
52,housemaid,married,primary,no,3283,no,no,unknown,11,jun,553,1,-1,0,unknown,10154,no
50,admin.,divorced,secondary,no,124,yes,yes,cellular,14,may,367,2,289,19,failure,37959,no
31,admin.,single,secondary,no,738,yes,no,cellular,18,jul,381,1,-1,0,unknown,15408,no
36,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,195,2,-1,0,unknown,354,no
45,management,single,secondary,no,-57,no,yes,cellular,7,jul,262,1,-1,0,unknown,12812,no
31,technician,married,tertiary,no,0,yes,yes,unknown,13,may,164,2,-1,0,unknown,2667,no
45,technician,married,secondary,no,4639,no,no,unknown,6,jun,82,2,-1,0,unknown,9642,no
34,technician,single,secondary,no,179,no,no,cellular,19,aug,294,3,-1,0,unknown,21712,no
32,technician,single,tertiary,no,1246,yes,no,cellular,12,aug,68,1,104,3,success,40942,no
55,management,married,tertiary,no,3848,yes,no,cellular,8,apr,222,2,-1,0,unknown,43430,yes
40,entrepreneur,divorced,tertiary,no,0,no,yes,cellular,5,feb,985,6,-1,0,unknown,30525,no
75,retired,married,tertiary,no,2991,no,no,cellular,22,apr,240,1,-1,0,unknown,33752,yes
45,blue-collar,single,secondary,no,143,no,no,unknown,5,jun,201,1,-1,0,unknown,9175,no
42,blue-collar,divorced,secondary,no,-135,yes,no,unknown,13,may,15,11,-1,0,unknown,2666,no
29,self-employed,single,tertiary,no,805,no,no,cellular,23,feb,132,1,103,7,failure,43111,yes
75,retired,married,secondary,no,3771,no,no,telephone,15,apr,185,1,181,2,success,43478,yes
51,admin.,married,tertiary,no,0,yes,yes,cellular,8,mar,124,2,-1,0,unknown,43243,yes
46,admin.,married,unknown,no,5511,no,no,cellular,26,jul,414,2,389,1,success,44290,yes
36,blue-collar,married,secondary,no,539,yes,yes,unknown,5,may,453,2,-1,0,unknown,317,no
57,blue-collar,married,secondary,no,2058,yes,no,telephone,18,may,23,2,-1,0,unknown,39148,no
35,admin.,married,secondary,no,5768,yes,yes,unknown,9,jun,145,1,-1,0,unknown,9774,no
45,services,married,secondary,no,972,yes,no,cellular,8,may,343,1,282,3,failure,35765,no
42,management,divorced,secondary,no,284,no,no,cellular,25,jul,1173,4,-1,0,unknown,17101,no
32,admin.,single,tertiary,no,291,no,no,telephone,28,jan,223,6,275,5,other,42771,no
57,retired,married,tertiary,no,29,no,no,telephone,10,jul,532,2,-1,0,unknown,13827,no
39,management,married,tertiary,no,5142,no,no,cellular,3,jun,157,1,-1,0,unknown,40008,no
38,admin.,married,secondary,no,2549,no,no,cellular,3,mar,103,1,-1,0,unknown,31237,no
48,services,married,secondary,no,6127,yes,no,unknown,15,may,97,1,-1,0,unknown,3213,no
29,blue-collar,married,secondary,no,2312,yes,no,telephone,14,jul,109,3,-1,0,unknown,14501,no
57,entrepreneur,married,secondary,no,926,no,no,unknown,17,jun,447,3,-1,0,unknown,10965,no
49,blue-collar,married,primary,no,239,no,no,cellular,22,aug,90,3,-1,0,unknown,22607,no
48,technician,married,secondary,no,7373,yes,no,unknown,14,may,126,1,-1,0,unknown,2882,no
43,housemaid,married,primary,no,1342,yes,yes,unknown,9,may,46,2,-1,0,unknown,1773,no
59,management,divorced,tertiary,no,3096,no,no,cellular,26,aug,18,17,-1,0,unknown,23003,no
32,services,single,secondary,no,80,yes,no,telephone,19,nov,475,2,-1,0,unknown,26077,no
47,management,divorced,unknown,no,184,yes,no,cellular,10,jul,144,1,-1,0,unknown,13724,no
42,blue-collar,married,secondary,no,205,yes,yes,unknown,29,may,313,2,-1,0,unknown,7462,no
45,technician,married,secondary,no,1818,no,no,cellular,2,feb,197,1,241,2,other,29095,no
41,management,divorced,tertiary,no,0,no,no,cellular,3,feb,475,3,-1,0,unknown,29654,no
35,management,married,tertiary,no,14,yes,yes,unknown,8,may,64,1,-1,0,unknown,1604,no
40,technician,single,secondary,no,360,yes,no,unknown,9,may,73,1,-1,0,unknown,1836,no
48,admin.,married,secondary,no,1428,no,no,cellular,19,nov,498,1,-1,0,unknown,25698,no
41,blue-collar,single,unknown,no,4684,no,no,unknown,20,jun,30,6,-1,0,unknown,12135,no
59,technician,married,primary,no,309,no,yes,cellular,29,jul,25,5,-1,0,unknown,17614,no
29,services,single,secondary,no,2099,yes,yes,unknown,19,may,171,2,-1,0,unknown,4054,no
29,blue-collar,single,secondary,yes,-580,yes,no,unknown,23,jun,123,2,-1,0,unknown,12255,no
53,retired,married,secondary,no,38,yes,no,cellular,17,nov,89,1,-1,0,unknown,24586,no
34,blue-collar,married,secondary,no,1298,yes,no,unknown,20,may,120,1,-1,0,unknown,4632,no
47,technician,married,secondary,no,302,yes,no,unknown,20,jun,89,3,-1,0,unknown,11822,no
37,technician,married,secondary,no,720,yes,no,cellular,8,apr,58,3,-1,0,unknown,31767,no
56,retired,married,secondary,no,74,yes,no,unknown,26,may,152,2,-1,0,unknown,5924,no
47,admin.,married,secondary,no,726,no,no,unknown,17,jun,60,3,-1,0,unknown,10997,no
49,blue-collar,single,secondary,no,8982,yes,no,cellular,13,apr,470,2,334,1,failure,31969,no
37,unknown,single,tertiary,no,0,no,no,cellular,3,mar,426,1,-1,0,unknown,31238,yes
36,admin.,married,secondary,no,162,yes,yes,cellular,20,apr,340,2,-1,0,unknown,33566,no
39,blue-collar,married,secondary,no,648,yes,no,cellular,29,jan,85,2,240,1,failure,28343,no
31,management,single,tertiary,no,33,no,no,cellular,19,aug,158,2,-1,0,unknown,21496,no
41,technician,married,secondary,no,0,yes,no,cellular,24,jul,168,1,-1,0,unknown,16603,no
49,admin.,divorced,secondary,no,124,yes,yes,cellular,29,jul,125,19,-1,0,unknown,17728,no
57,technician,married,tertiary,no,4043,yes,no,cellular,7,aug,122,4,-1,0,unknown,19447,no
37,management,married,tertiary,no,1094,yes,no,cellular,15,jul,101,2,-1,0,unknown,14572,no
31,technician,single,tertiary,no,967,no,no,cellular,21,nov,210,3,-1,0,unknown,27589,no
43,unemployed,married,secondary,no,3,no,no,cellular,21,jul,231,2,-1,0,unknown,15802,no
32,admin.,single,secondary,no,708,no,no,unknown,9,may,109,1,-1,0,unknown,1842,no
30,technician,single,secondary,no,3144,no,no,cellular,19,may,212,2,-1,0,unknown,43752,yes
39,management,married,tertiary,no,399,no,no,cellular,9,apr,504,1,-1,0,unknown,31919,no
27,technician,married,tertiary,no,77,yes,no,cellular,16,jul,143,1,-1,0,unknown,14870,no
32,management,married,tertiary,no,5878,no,no,cellular,19,aug,159,2,-1,0,unknown,21787,no
43,management,married,secondary,no,392,no,no,unknown,17,jun,332,5,-1,0,unknown,11023,no
49,management,married,tertiary,no,234,no,no,cellular,22,aug,55,6,-1,0,unknown,22480,no
49,management,single,tertiary,no,580,no,no,unknown,19,may,310,2,-1,0,unknown,4317,no
38,admin.,married,secondary,no,9618,yes,no,unknown,9,jun,214,1,-1,0,unknown,9721,no
